handled_by_employee_id,num_loans_handled,off_hours_access_events,bulk_download_events,avg_cashflow_volatility,avg_overdraft_count,bad_loans_handled,anomaly_flag,anomaly_score
EMP1047,85,4,1,2983.7618823529415,0.8470588235294118,3,0,0.4320319382520253
EMP1048,71,4,0,3005.193661971831,0.5774647887323944,0,0,0.49127839534474854
EMP1049,69,5,1,2855.7084057971015,0.8115942028985508,2,0,0.4135043411238637
EMP1050,74,7,1,2948.426081081081,0.7432432432432432,1,0,0.44851816073770423
EMP1051,82,3,2,2733.067682926829,0.6341463414634146,1,0,0.45887876208015266
EMP1052,74,2,4,2730.5277027027028,0.9054054054054054,2,0,0.5025218275645296
EMP1053,68,3,3,3451.018529411765,0.6470588235294118,4,0,0.5517090914902005
EMP1054,66,1,4,2465.218787878788,0.696969696969697,1,1,0.5653629831538615
EMP1055,71,4,4,3121.8661971830984,0.6338028169014085,1,0,0.47442022760748576
EMP1056,58,5,1,3043.5241379310346,0.9310344827586207,0,0,0.44100765744562437
EMP1057,62,5,3,3286.873548387097,0.8225806451612904,2,0,0.4401946878556051
EMP1058,59,4,8,3908.213050847458,0.6779661016949152,0,1,0.6557853685015921
EMP1059,50,3,1,3443.1308000000004,0.78,1,0,0.4465120025179455
EMP1060,74,6,0,2718.686081081081,0.972972972972973,1,0,0.5042239313569211
EMP1061,56,4,3,3683.3760714285713,0.5714285714285714,0,1,0.555847471972977
EMP1062,60,4,3,2968.5221666666666,0.9666666666666667,2,0,0.45433884514686945
EMP1063,64,4,1,2712.4875,0.671875,2,0,0.44548737043297726
EMP1064,68,3,3,3217.172794117647,0.8970588235294118,1,0,0.42979975405486437
EMP1065,71,3,3,3247.4691549295776,0.6056338028169014,2,0,0.4814397803684682
EMP1066,72,5,4,2829.835,0.7777777777777778,3,0,0.4997195009440765
EMP1067,58,3,1,2448.3256896551725,0.7413793103448276,0,0,0.48696280093243854
EMP1068,64,7,2,3149.191875,0.96875,0,0,0.501751022188865
EMP1069,66,6,3,2811.9681818181816,0.5757575757575758,0,0,0.5031494753329375
EMP1070,67,4,1,3351.748208955224,0.746268656716418,2,0,0.43613144980823915
EMP1071,67,3,3,3035.0941791044775,0.835820895522388,0,0,0.42554570582954654
EMP1072,47,3,3,2644.4351063829786,0.6170212765957447,0,0,0.485506536497809
EMP1073,64,4,1,2964.01046875,0.828125,4,0,0.479255699510953
EMP1074,57,3,0,3281.533859649123,0.8596491228070176,3,0,0.471031174118271
EMP1075,64,3,0,3440.35015625,0.796875,2,0,0.4718600457253392
EMP1076,74,2,2,3379.097162162162,1.054054054054054,4,1,0.5706320100284461
EMP1077,52,5,1,2760.8632692307688,0.8269230769230769,1,0,0.41861370887138327
EMP1078,68,8,3,2642.35,0.7647058823529411,1,0,0.4928931851653447
EMP1079,57,1,1,3346.853859649123,1.087719298245614,2,0,0.5526082285686597
EMP1080,80,10,1,2775.79825,0.7625,3,1,0.5765985177449543
EMP1081,71,2,1,2513.1521126760563,0.676056338028169,0,0,0.5060305554593846
EMP1082,71,5,1,2970.041549295775,0.7605633802816901,0,0,0.4126867128759289
EMP1083,67,5,0,3107.0104477611944,0.9552238805970149,2,0,0.46534734513536696
EMP1084,68,3,5,2741.8908823529414,0.7941176470588235,0,0,0.4906315872796154
EMP1085,72,3,1,3339.6920833333334,0.8472222222222222,1,0,0.4268705401678631
EMP1086,74,9,3,2652.1002702702704,0.7027027027027027,1,0,0.5311838847708124
EMP1087,72,7,1,3127.6406944444443,0.625,0,0,0.49709767559543666
EMP1088,73,2,4,3411.511917808219,1.095890410958904,3,1,0.5916422540098992
EMP1089,71,5,5,2932.048450704225,0.7464788732394366,0,0,0.4769632241488882
EMP1090,68,9,2,3362.1252941176467,0.8235294117647058,2,0,0.525700332859656
EMP1091,61,3,5,3539.169180327869,0.8688524590163934,1,0,0.5380916336449157
EMP1092,75,7,1,2646.8406666666665,0.8133333333333334,0,0,0.4784309271908306
EMP1093,66,2,0,3010.7021212121213,0.6818181818181818,0,0,0.4815073639229284
EMP1094,63,4,3,2779.536984126984,0.9365079365079365,0,0,0.45665311691063804
EMP1095,62,4,0,2841.897419354839,0.967741935483871,3,0,0.4842429611493079
EMP1096,62,2,0,3179.953548387097,0.8064516129032258,1,0,0.450002027093276
EMP1097,71,3,1,2742.132957746479,0.8450704225352113,1,0,0.42207431533259937
EMP1098,68,3,1,2831.945588235294,0.7205882352941176,0,0,0.4282457141889851
EMP1099,57,1,1,3271.7708771929824,0.6491228070175439,2,0,0.4951797827042445
EMP1100,58,2,2,2978.497931034483,0.7413793103448276,3,0,0.46220714858829554
EMP1101,73,4,3,3361.02301369863,0.6986301369863014,0,0,0.44674301082898904
EMP1102,56,3,2,2893.0287500000004,0.9285714285714286,1,0,0.43205930636114465
EMP1103,57,1,3,3259.675789473684,0.8596491228070176,1,0,0.4880661143208788
EMP1104,86,8,2,3027.6484883720927,0.8372093023255814,2,0,0.4708375359729623
EMP1105,65,4,2,3146.4256923076923,0.9692307692307692,1,0,0.4386817037177869
EMP1106,58,4,0,2661.0310344827585,0.7413793103448276,1,0,0.44122015054678126
EMP1107,74,3,3,3046.7518918918922,0.8243243243243243,0,0,0.4258144712029751
EMP1108,48,1,2,2928.1552083333336,0.9583333333333334,2,0,0.4938811981271365
EMP1109,63,4,1,2840.6461904761904,0.6984126984126984,0,0,0.4207756058452588
EMP1110,58,2,2,2983.73,0.8793103448275862,0,0,0.4613632482930022
EMP1111,59,2,0,2600.393389830508,1.0508474576271187,2,1,0.5676389089529942
EMP1112,72,5,4,2720.841388888889,0.9166666666666666,2,0,0.48892283429807776
EMP1113,75,2,4,2912.9429333333333,0.8933333333333333,0,0,0.48558647922160225
EMP1114,66,6,1,2817.4657575757574,0.8333333333333334,2,0,0.43736041486365235
EMP1115,70,8,2,2707.751,0.7,2,0,0.4842833985849328
EMP1116,63,3,4,3471.371587301587,1.0476190476190477,1,0,0.5350192705184286
EMP1117,61,1,3,3174.2511475409838,0.6229508196721312,2,0,0.505444610028039
EMP1118,55,2,4,3054.331818181818,0.6909090909090909,1,0,0.4765769443268506
EMP1119,58,2,2,2667.237068965517,0.7586206896551724,1,0,0.4515628638328677
